userID,trajID,poiID,startTime,endTime,#photo,trajLen,poiDuration
22309110@N03,1175,25,1303288212,1303290312,72,8,2100
22309110@N03,1175,24,1303291180,1303292680,24,8,1500
22309110@N03,1175,13,1303293715,1303294015,24,8,300
22309110@N03,1176,13,1310037611,1310037911,8,1,300
22309110@N03,1177,16,1310083517,1310083937,151,2,420
22309110@N03,1177,25,1310093203,1310095303,75,2,2100
22309110@N03,1178,24,1313662505,1313664005,19,1,1500
22309110@N03,1179,25,1313974960,1313977060,114,2,2100
22309110@N03,1179,24,1314005183,1314006683,19,2,1500
22309110@N03,1180,16,1314066759,1314067179,48,3,420
22309110@N03,1180,23,1314068646,1314069846,9,3,1200
22309110@N03,1180,24,1314091362,1314092862,52,3,1500
22309110@N03,1181,16,1314147866,1314148286,188,1,420
22309110@N03,1182,13,1317528302,1317528602,75,1,300
22309110@N03,1183,25,1318044571,1318046648,16,2,2077
22309110@N03,1183,13,1318046648,1318046948,76,2,300
22309110@N03,1184,25,1319249028,1319251128,28,2,2100
22309110@N03,1184,13,1319256231,1319256531,31,2,300
22309110@N03,1185,16,1325378439,1325378859,221,1,420
22309110@N03,1186,16,1325742809,1325743229,40,1,420
22309110@N03,1187,25,1325894436,1325896174,39,3,1738
22309110@N03,1187,16,1325896174,1325896594,44,3,420
22309110@N03,1187,25,1325898001,1325900101,9,3,2100
22309110@N03,1188,25,1326000453,1326002045,7,2,1592
22309110@N03,1188,16,1326002045,1326002465,27,2,420
22309110@N03,1189,13,1326445272,1326445572,1,1,300
22309110@N03,1190,10,1326590913,1326591063,20,1,150
22309110@N03,1191,10,1327031760,1327031910,49,1,150
22309110@N03,1192,25,1328234388,1328236488,29,2,2100
22309110@N03,1192,10,1328248501,1328248651,13,2,150
22309110@N03,1193,25,1329017136,1329019099,11,2,1963
22309110@N03,1193,10,1329019099,1329019249,49,2,150
22309110@N03,1194,12,1329437050,1329437320,128,3,270
22309110@N03,1194,25,1329449300,1329450917,10,3,1617
22309110@N03,1194,10,1329450917,1329451067,22,3,150
22309110@N03,1195,13,1329642232,1329642532,3,1,300
22309110@N03,1196,16,1330142065,1330142485,28,1,420
22309110@N03,1197,12,1331255197,1331255467,54,1,270
22309110@N03,1198,12,1331785958,1331786228,36,3,270
22309110@N03,1198,24,1331788659,1331790159,26,3,1500
22309110@N03,1198,16,1331791001,1331791421,23,3,420
22309110@N03,1199,11,1332741076,1332741268,3,2,192
22309110@N03,1199,16,1332741268,1332741688,44,2,420
22309110@N03,1200,22,1333239726,1333240746,5,4,1020
22309110@N03,1200,25,1333242005,1333243835,14,4,1830
22309110@N03,1200,16,1333243835,1333244255,34,4,420
22309110@N03,1200,12,1333245835,1333246105,43,4,270
22309110@N03,1201,25,1333846936,1333848740,18,2,1804
22309110@N03,1201,16,1333848740,1333849160,34,2,420
22309110@N03,1202,25,1334365335,1334366931,11,9,1596
22309110@N03,1202,16,1334366931,1334367351,28,9,420
22309110@N03,1202,25,1334368818,1334370730,7,9,1912
22309110@N03,1202,16,1334370730,1334371150,14,9,420
22309110@N03,1202,25,1334372403,1334374336,15,9,1933
22309110@N03,1202,13,1334374336,1334374636,31,9,300
22309110@N03,1202,25,1334377565,1334379665,12,9,2100
22309110@N03,1202,24,1334391354,1334392854,81,9,1500
22309110@N03,1202,13,1334397247,1334397547,29,9,300
22309110@N03,1203,25,1335661327,1335663044,15,5,1717
22309110@N03,1203,16,1335663044,1335663464,20,5,420
22309110@N03,1203,25,1335664918,1335666705,13,5,1787
22309110@N03,1203,16,1335666705,1335667125,14,5,420
22309110@N03,1203,25,1335668490,1335670590,78,5,2100
22309110@N03,1204,16,1336197391,1336197811,10,1,420
22309110@N03,1205,12,1337303803,1337304073,82,1,270
22309110@N03,1206,12,1337997814,1337998084,38,3,270
22309110@N03,1206,16,1337999806,1338000226,5,3,420
22309110@N03,1206,13,1338024508,1338024808,53,3,300
22309110@N03,1207,12,1338512958,1338513228,37,8,270
22309110@N03,1207,16,1338514329,1338514749,8,8,420
22309110@N03,1207,12,1338516256,1338516526,19,8,270
22309110@N03,1207,25,1338534370,1338535464,46,8,1094
22309110@N03,1207,6,1338535464,1338535584,2,8,120
22309110@N03,1207,3,1338535844,1338535934,51,8,90
22309110@N03,1207,22,1338541033,1338541482,10,8,449
22309110@N03,1207,13,1338541482,1338541782,63,8,300
22309110@N03,1208,16,1339048561,1339048981,23,2,420
22309110@N03,1208,12,1339051807,1339052077,40,2,270
22309110@N03,1209,24,1340262653,1340264153,39,2,1500
22309110@N03,1209,13,1340269675,1340269975,113,2,300
22309110@N03,1210,24,1340321881,1340323381,57,4,1500
22309110@N03,1210,16,1340325026,1340325446,18,4,420
22309110@N03,1210,12,1340327137,1340327407,31,4,270
22309110@N03,1210,24,1340330500,1340332000,31,4,1500
22309110@N03,1211,3,1340954764,1340954854,36,2,90
22309110@N03,1211,13,1340960661,1340960961,161,2,300
22309110@N03,1212,24,1341040281,1341041781,21,2,1500
22309110@N03,1212,13,1341046978,1341047278,86,2,300
22309110@N03,1213,13,1341138208,1341138508,69,1,300
22309110@N03,1214,24,1341360082,1341361582,32,7,1500
22309110@N03,1214,22,1341363003,1341363694,3,7,691
22309110@N03,1214,24,1341363694,1341365194,64,7,1500
22309110@N03,1214,13,1341372724,1341373024,10,7,300
22309110@N03,1214,22,1341375977,1341376997,16,7,1020
22309110@N03,1214,16,1341381637,1341382057,11,7,420
22309110@N03,1214,13,1341392680,1341392980,70,7,300
22309110@N03,1215,24,1341533331,1341534831,74,5,1500
22309110@N03,1215,16,1341541754,1341542174,6,5,420
22309110@N03,1215,13,1341544241,1341544541,16,5,300
22309110@N03,1215,24,1341551099,1341552599,19,5,1500
22309110@N03,1215,25,1341558363,1341560463,24,5,2100
22309110@N03,1216,24,1342231321,1342232821,19,8,1500
22309110@N03,1216,16,1342233160,1342233580,11,8,420
22309110@N03,1216,24,1342235017,1342236517,13,8,1500
22309110@N03,1216,13,1342238800,1342239100,4,8,300
22309110@N03,1216,22,1342239825,1342240845,27,8,1020
22309110@N03,1216,24,1342242116,1342243616,20,8,1500
22309110@N03,1216,16,1342245408,1342245828,11,8,420
22309110@N03,1216,3,1342250630,1342250720,29,8,90
22309110@N03,1217,24,1342321761,1342322444,5,5,683
22309110@N03,1217,13,1342322444,1342322744,25,5,300
22309110@N03,1217,16,1342331849,1342332269,16,5,420
22309110@N03,1217,13,1342334148,1342334448,16,5,300
22309110@N03,1217,25,1342335818,1342337918,21,5,2100
22309110@N03,1218,13,1342501496,1342501796,9,3,300
22309110@N03,1218,16,1342504583,1342505003,16,3,420
22309110@N03,1218,13,1342506757,1342507057,4,3,300
22309110@N03,1219,13,1342588038,1342588338,6,1,300
22309110@N03,1220,24,1343088213,1343089713,28,1,1500
22309110@N03,1221,24,1343354525,1343356025,14,2,1500
22309110@N03,1221,22,1343372738,1343373758,21,2,1020
22309110@N03,1222,13,1343812285,1343812585,117,1,300
22309110@N03,1223,16,1343961174,1343961594,15,7,420
22309110@N03,1223,24,1343962208,1343963708,38,7,1500
22309110@N03,1223,22,1343967755,1343968775,17,7,1020
22309110@N03,1223,24,1343970114,1343971614,32,7,1500
22309110@N03,1223,25,1343977455,1343979555,21,7,2100
22309110@N03,1223,22,1343984321,1343985030,16,7,709
22309110@N03,1223,13,1343985030,1343985330,81,7,300
22309110@N03,1224,22,1344140408,1344141428,10,3,1020
22309110@N03,1224,24,1344146623,1344148123,15,3,1500
22309110@N03,1224,13,1344157829,1344158129,89,3,300
22309110@N03,1225,13,1344254859,1344255159,21,1,300
22309110@N03,1226,13,1345698290,1345698590,10,4,300
22309110@N03,1226,22,1345705543,1345706563,13,4,1020
22309110@N03,1226,3,1345706623,1345706713,22,4,90
22309110@N03,1226,13,1345713790,1345714090,84,4,300
22309110@N03,1227,24,1345775284,1345776784,98,3,1500
22309110@N03,1227,22,1345791996,1345793016,20,3,1020
22309110@N03,1227,13,1345800227,1345800527,13,3,300
22309110@N03,1228,22,1345955201,1345956221,11,3,1020
22309110@N03,1228,24,1345957820,1345959320,14,3,1500
22309110@N03,1228,13,1345973345,1345973645,78,3,300
22309110@N03,1229,22,1346041511,1346042531,10,3,1020
22309110@N03,1229,24,1346043896,1346045396,37,3,1500
22309110@N03,1229,13,1346058354,1346058654,84,3,300
22309110@N03,1230,22,1346118927,1346119947,4,2,1020
22309110@N03,1230,24,1346123062,1346124562,26,2,1500
22309110@N03,1231,24,1348191500,1348193000,30,6,1500
22309110@N03,1231,16,1348194379,1348194799,39,6,420
22309110@N03,1231,14,1348206080,1348206440,12,6,360
22309110@N03,1231,24,1348209170,1348210670,34,6,1500
22309110@N03,1231,22,1348211188,1348212208,27,6,1020
22309110@N03,1231,13,1348214848,1348215148,57,6,300
22309110@N03,1232,24,1348896902,1348898402,23,4,1500
22309110@N03,1232,16,1348899205,1348899625,26,4,420
22309110@N03,1232,22,1348902454,1348903474,27,4,1020
22309110@N03,1232,13,1348910906,1348911206,6,4,300
22309110@N03,1233,22,1349417442,1349418462,33,2,1020
22309110@N03,1233,24,1349418783,1349420283,42,2,1500
22309110@N03,1234,12,1350159758,1350160028,4,10,270
22309110@N03,1234,24,1350160119,1350160546,4,10,427
22309110@N03,1234,6,1350160546,1350160666,6,10,120
22309110@N03,1234,14,1350161196,1350161556,4,10,360
22309110@N03,1234,16,1350161750,1350162170,8,10,420
22309110@N03,1234,23,1350163265,1350164465,2,10,1200
22309110@N03,1234,24,1350175208,1350176708,16,10,1500
22309110@N03,1234,16,1350191573,1350191993,28,10,420
22309110@N03,1234,12,1350193126,1350193396,40,10,270
22309110@N03,1234,22,1350194918,1350195938,24,10,1020
22309110@N03,1235,22,1350623367,1350624387,40,3,1020
22309110@N03,1235,24,1350624745,1350626245,30,3,1500
22309110@N03,1235,14,1350628973,1350629333,10,3,360
22309110@N03,1236,24,1351913135,1351914630,33,5,1495
22309110@N03,1236,12,1351914630,1351914900,38,5,270
22309110@N03,1236,24,1351916459,1351917959,75,5,1500
22309110@N03,1236,22,1351923720,1351924740,11,5,1020
22309110@N03,1236,13,1351926861,1351927161,94,5,300
22309110@N03,1237,24,1352503868,1352505368,61,2,1500
22309110@N03,1237,22,1352528420,1352529440,11,2,1020
22309110@N03,1238,24,1353028395,1353029895,20,3,1500
22309110@N03,1238,3,1353036980,1353037070,26,3,90
22309110@N03,1238,24,1353038015,1353039515,11,3,1500
22309110@N03,1239,16,1353561977,1353562397,20,1,420
22309110@N03,1240,16,1353642017,1353642437,36,1,420
22309110@N03,1241,24,1353726305,1353727805,41,3,1500
22309110@N03,1241,22,1353738094,1353739114,15,3,1020
22309110@N03,1241,13,1353745249,1353745549,6,3,300
22309110@N03,1242,22,1354342820,1354343840,18,1,1020
22309110@N03,1243,16,1354843626,1354844046,29,4,420
22309110@N03,1243,14,1354854930,1354855290,3,4,360
22309110@N03,1243,22,1354861385,1354862405,22,4,1020
22309110@N03,1243,13,1354868824,1354869124,52,4,300
22309110@N03,1244,24,1354936873,1354938345,2,4,1472
22309110@N03,1244,16,1354938345,1354938765,16,4,420
22309110@N03,1244,22,1354947725,1354948745,15,4,1020
22309110@N03,1244,13,1354954843,1354955143,40,4,300
22309110@N03,1245,16,1355013178,1355013598,12,5,420
22309110@N03,1245,12,1355015007,1355015277,22,5,270
22309110@N03,1245,16,1355016322,1355016742,16,5,420
22309110@N03,1245,24,1355017718,1355019218,27,5,1500
22309110@N03,1245,16,1355034848,1355035268,3,5,420
22309110@N03,1246,16,1355116476,1355116896,20,1,420
22309110@N03,1247,16,1356147600,1356148020,54,2,420
22309110@N03,1247,24,1356164453,1356165953,3,2,1500
22309110@N03,1248,24,1356318252,1356319752,33,2,1500
22309110@N03,1248,13,1356326752,1356327052,21,2,300
22309110@N03,1249,16,1356651888,1356652308,9,2,420
22309110@N03,1249,23,1356663842,1356665042,5,2,1200
22309110@N03,1250,24,1357089721,1357091221,3,3,1500
22309110@N03,1250,16,1357098234,1357098654,46,3,420
22309110@N03,1250,24,1357104470,1357105970,15,3,1500
22309110@N03,1251,16,1357281603,1357282023,12,1,420
22309110@N03,1252,16,1357346108,1357346528,16,3,420
22309110@N03,1252,13,1357351944,1357352244,2,3,300
22309110@N03,1252,16,1357357041,1357357461,31,3,420
22309110@N03,1253,23,1357438047,1357439247,10,2,1200
22309110@N03,1253,16,1357443661,1357444081,46,2,420
22309110@N03,1254,14,1357879282,1357879642,6,2,360
22309110@N03,1254,22,1357885374,1357886394,8,2,1020
22309110@N03,1255,14,1358659924,1358660284,3,2,360
22309110@N03,1255,16,1358663728,1358664148,4,2,420
22309110@N03,1256,24,1359087440,1359088940,39,1,1500
22309110@N03,1257,16,1359761582,1359762002,8,6,420
22309110@N03,1257,10,1359775106,1359775256,11,6,150
22309110@N03,1257,16,1359776762,1359777182,14,6,420
22309110@N03,1257,24,1359778018,1359779518,14,6,1500
22309110@N03,1257,16,1359787197,1359787617,11,6,420
22309110@N03,1257,13,1359789026,1359789326,51,6,300
22309110@N03,1258,10,1360467887,1360468037,16,2,150
22309110@N03,1258,16,1360470472,1360470892,15,2,420
22309110@N03,1259,16,1360813477,1360813897,14,1,420
22309110@N03,1260,24,1361065812,1361066696,14,4,884
22309110@N03,1260,12,1361066696,1361066966,18,4,270
22309110@N03,1260,24,1361075552,1361077052,29,4,1500
22309110@N03,1260,16,1361083034,1361083454,14,4,420
22309110@N03,1261,14,1361680546,1361680906,4,4,360
22309110@N03,1261,16,1361682835,1361683255,14,4,420
22309110@N03,1261,14,1361684185,1361684545,14,4,360
22309110@N03,1261,16,1361687921,1361688341,16,4,420
22309110@N03,1262,22,1362464546,1362465566,23,2,1020
22309110@N03,1262,10,1362465583,1362465733,31,2,150
22309110@N03,1263,12,1362887233,1362887503,45,2,270
22309110@N03,1263,16,1362892345,1362892765,37,2,420
22309110@N03,1264,22,1363501404,1363502424,26,2,1020
22309110@N03,1264,16,1363502699,1363503119,11,2,420
22309110@N03,1265,24,1363909002,1363910502,22,5,1500
22309110@N03,1265,16,1363924049,1363924469,5,5,420
22309110@N03,1265,24,1363929679,1363931179,16,5,1500
22309110@N03,1265,16,1363934255,1363934675,24,5,420
22309110@N03,1265,13,1363944541,1363944841,9,5,300
22309110@N03,1266,24,1364009091,1364010334,3,6,1243
22309110@N03,1266,16,1364010334,1364010754,8,6,420
22309110@N03,1266,12,1364017067,1364017337,16,6,270
22309110@N03,1266,20,1364019939,1364020539,32,6,600
22309110@N03,1266,12,1364024073,1364024343,9,6,270
22309110@N03,1266,13,1364026353,1364026653,37,6,300
22309110@N03,1267,24,1364268257,1364269757,30,2,1500
22309110@N03,1267,20,1364279246,1364279846,26,2,600
22309110@N03,1268,24,1364617956,1364619456,15,7,1500
22309110@N03,1268,16,1364620352,1364620772,4,7,420
22309110@N03,1268,24,1364622723,1364624223,5,7,1500
22309110@N03,1268,20,1364625138,1364625738,21,7,600
22309110@N03,1268,13,1364627525,1364627825,17,7,300
22309110@N03,1268,12,1364630189,1364630459,9,7,270
22309110@N03,1268,13,1364630906,1364631206,11,7,300
22309110@N03,1269,12,1365295152,1365295422,3,3,270
22309110@N03,1269,20,1365319814,1365320414,27,3,600
22309110@N03,1269,14,1365320984,1365321344,12,3,360
22309110@N03,1270,16,1365666113,1365666533,16,1,420
22309110@N03,1271,22,1365907847,1365908867,6,5,1020
22309110@N03,1271,16,1365919900,1365920320,17,5,420
22309110@N03,1271,24,1365921191,1365922691,15,5,1500
22309110@N03,1271,16,1365924993,1365925413,26,5,420
22309110@N03,1271,14,1365926058,1365926418,4,5,360
22309110@N03,1272,12,1367736334,1367736604,3,2,270
22309110@N03,1272,20,1367739334,1367739934,25,2,600
22309110@N03,1273,22,1369466688,1369467650,8,2,962
22309110@N03,1273,16,1369467650,1369468070,34,2,420
22309110@N03,1274,22,1371443360,1371444339,11,7,979
22309110@N03,1274,13,1371444339,1371444639,13,7,300
22309110@N03,1274,22,1371445608,1371446050,3,7,442
22309110@N03,1274,16,1371446050,1371446470,5,7,420
22309110@N03,1274,24,1371447060,1371448560,5,7,1500
22309110@N03,1274,16,1371449307,1371449727,7,7,420
22309110@N03,1274,13,1371461254,1371461554,7,7,300
22309110@N03,1275,13,1371784471,1371784771,10,3,300
22309110@N03,1275,16,1371787845,1371788265,35,3,420
22309110@N03,1275,22,1371798440,1371799460,17,3,1020
22309110@N03,1276,22,1372566780,1372567800,26,4,1020
22309110@N03,1276,24,1372568004,1372569504,16,4,1500
22309110@N03,1276,16,1372572089,1372572509,22,4,420
22309110@N03,1276,14,1372577834,1372578194,8,4,360
22309110@N03,1277,16,1372911180,1372911600,33,8,420
22309110@N03,1277,22,1372912601,1372913621,17,8,1020
22309110@N03,1277,16,1372914317,1372914737,15,8,420
22309110@N03,1277,14,1372916152,1372916512,9,8,360
22309110@N03,1277,13,1372919503,1372919803,20,8,300
22309110@N03,1277,22,1372921640,1372922660,20,8,1020
22309110@N03,1277,16,1372923100,1372923520,10,8,420
22309110@N03,1277,14,1372928729,1372929089,13,8,360
22309110@N03,1278,13,1373957385,1373957685,12,2,300
22309110@N03,1278,22,1373958582,1373959602,20,2,1020
22309110@N03,1279,13,1374044215,1374044515,5,2,300
22309110@N03,1279,16,1374045843,1374046263,20,2,420
22309110@N03,1280,16,1374564425,1374564845,21,1,420
22309110@N03,1281,16,1374898088,1374898508,27,3,420
22309110@N03,1281,7,1374899755,1374899875,7,3,120
22309110@N03,1281,22,1374908981,1374910001,13,3,1020
22309110@N03,1282,16,1375503002,1375503422,9,6,420
22309110@N03,1282,25,1375504409,1375506509,8,6,2100
22309110@N03,1282,12,1375508608,1375508878,21,6,270
22309110@N03,1282,13,1375512015,1375512315,4,6,300
22309110@N03,1282,20,1375514462,1375515062,11,6,600
22309110@N03,1282,10,1375515188,1375515338,15,6,150
22309110@N03,1283,16,1375756600,1375757020,13,1,420
22309110@N03,1284,16,1376366921,1376367341,33,2,420
22309110@N03,1284,10,1376378694,1376378844,22,2,150
22309110@N03,1285,24,1376809852,1376811352,16,1,1500
22309110@N03,1286,16,1376971917,1376972337,20,2,420
22309110@N03,1286,22,1376973127,1376974147,23,2,1020
22309110@N03,1287,13,1377403403,1377403703,106,2,300
22309110@N03,1287,10,1377415905,1377416055,28,2,150
22309110@N03,1288,13,1377579600,1377579900,2,3,300
22309110@N03,1288,12,1377581400,1377581670,2,3,270
22309110@N03,1288,10,1377588599,1377588749,8,3,150
22309110@N03,1289,16,1377756351,1377756771,13,3,420
22309110@N03,1289,13,1377757589,1377757889,18,3,300
22309110@N03,1289,10,1377760686,1377760836,22,3,150
22309110@N03,1290,24,1380349292,1380350792,26,4,1500
22309110@N03,1290,20,1380352536,1380353136,20,4,600
22309110@N03,1290,10,1380353503,1380353653,17,4,150
22309110@N03,1290,13,1380360523,1380360823,29,4,300
22309110@N03,1291,12,1381610894,1381611164,5,13,270
22309110@N03,1291,22,1381611199,1381611346,3,13,147
22309110@N03,1291,25,1381611346,1381611419,2,13,73
22309110@N03,1291,4,1381611419,1381611509,3,13,90
22309110@N03,1291,14,1381611668,1381612028,5,13,360
22309110@N03,1291,16,1381612335,1381612563,2,13,228
22309110@N03,1291,7,1381612563,1381612683,2,13,120
22309110@N03,1291,16,1381612897,1381613317,2,13,420
22309110@N03,1291,12,1381621680,1381621950,27,13,270
22309110@N03,1291,24,1381624512,1381626012,16,13,1500
22309110@N03,1291,16,1381627895,1381628315,3,13,420
22309110@N03,1291,10,1381645577,1381645727,18,13,150
22309110@N03,1291,12,1381647295,1381647565,2,13,270
22309110@N03,1292,12,1382226523,1382226793,71,2,270
22309110@N03,1292,20,1382249577,1382250177,28,2,600
22309110@N03,1293,14,1382676634,1382676994,15,3,360
22309110@N03,1293,10,1382682261,1382682411,33,3,150
22309110@N03,1293,14,1382684023,1382684383,3,3,360
22309110@N03,1294,16,1382846526,1382846946,34,1,420
22309110@N03,1295,24,1383454245,1383455745,15,2,1500
22309110@N03,1295,10,1383459824,1383459974,7,2,150
22309110@N03,1296,14,1384058183,1384058543,11,3,360
22309110@N03,1296,25,1384061761,1384062810,32,3,1049
22309110@N03,1296,6,1384062810,1384062930,7,3,120
22309110@N03,1297,24,1384331619,1384333119,19,1,1500
22309110@N03,1298,16,1384648991,1384649411,12,4,420
22309110@N03,1298,1,1384651626,1384651686,21,4,60
22309110@N03,1298,16,1384653391,1384653811,21,4,420
22309110@N03,1298,10,1384667656,1384667806,20,4,150
22309110@N03,1299,16,1386732384,1386732804,13,5,420
22309110@N03,1299,1,1386734003,1386734063,16,5,60
22309110@N03,1299,23,1386735448,1386736648,12,5,1200
22309110@N03,1299,24,1386737601,1386739101,9,5,1500
22309110@N03,1299,6,1386740926,1386741046,20,5,120
22309110@N03,1300,19,1387777836,1387778376,18,1,540
22309110@N03,1301,3,1387946329,1387946419,6,5,90
22309110@N03,1301,1,1387947256,1387947316,5,5,60
22309110@N03,1301,25,1387949809,1387951372,17,5,1563
22309110@N03,1301,16,1387951372,1387951792,6,5,420
22309110@N03,1301,3,1387953139,1387953229,3,5,90
22309110@N03,1302,16,1388029286,1388029706,21,1,420
22309110@N03,1303,13,1390037552,1390037852,3,1,300
22309110@N03,1304,3,1391234840,1391234930,6,3,90
22309110@N03,1304,10,1391237133,1391237283,19,3,150
22309110@N03,1304,13,1391243363,1391243663,8,3,300
22309110@N03,1305,10,1391928206,1391928356,21,1,150
22309110@N03,1306,10,1392533013,1392533163,19,1,150
22309110@N03,1307,16,1394343688,1394344108,25,1,420
22309110@N03,1308,25,1400397775,1400399220,7,3,1445
22309110@N03,1308,16,1400399220,1400399640,14,3,420
22309110@N03,1308,14,1400404142,1400404502,9,3,360
22309110@N03,1309,22,1403928587,1403929607,3,4,1020
22309110@N03,1309,16,1403933554,1403933974,6,4,420
22309110@N03,1309,24,1403937397,1403938897,3,4,1500
22309110@N03,1309,25,1403940056,1403942156,17,4,2100
22309110@N03,1310,25,1404026447,1404027632,20,2,1185
22309110@N03,1310,16,1404027632,1404028052,16,2,420
22309110@N03,1311,25,1404890459,1404892559,4,1,2100
22309110@N03,1312,1,1405323930,1405323990,13,1,60
22309110@N03,1313,10,1405582990,1405583140,28,1,150
22309110@N03,1314,10,1405669412,1405669562,41,1,150
22309110@N03,1315,25,1406186601,1406188701,14,2,2100
22309110@N03,1315,14,1406192870,1406193230,7,2,360
22309110@N03,1316,10,1406274221,1406274371,18,1,150
22309110@N03,1317,10,1406619814,1406619964,27,1,150
22309110@N03,1318,10,1406965394,1406965544,34,1,150
22309110@N03,1319,10,1407742942,1407743092,39,1,150
22309110@N03,1320,10,1407829351,1407829501,10,1,150
22309110@N03,1321,12,1408182317,1408182587,4,1,270
22309110@N03,1322,10,1408347910,1408348060,20,1,150
22309110@N03,1323,16,1408858442,1408858862,5,2,420
22309110@N03,1323,10,1408866233,1408866383,17,2,150
22309110@N03,1324,13,1409274633,1409274933,3,3,300
22309110@N03,1324,24,1409275368,1409276868,9,3,1500
22309110@N03,1324,10,1409298397,1409298547,34,3,150
22309110@N03,1325,10,1411803841,1411803991,19,2,150
22309110@N03,1325,13,1411817659,1411817959,12,2,300
22309110@N03,1326,13,1412418777,1412419077,22,1,300
22309110@N03,1327,12,1413062546,1413062816,4,9,270
22309110@N03,1327,22,1413062940,1413063050,2,9,110
22309110@N03,1327,25,1413063050,1413063248,3,9,198
22309110@N03,1327,4,1413063248,1413063338,2,9,90
22309110@N03,1327,19,1413063524,1413063687,3,9,163
22309110@N03,1327,14,1413063687,1413064047,5,9,360
22309110@N03,1327,16,1413064148,1413064568,3,9,420
22309110@N03,1327,24,1413084510,1413086010,5,9,1500
22309110@N03,1327,16,1413096062,1413096482,29,9,420
22309110@N03,1328,16,1413520517,1413520937,13,2,420
22309110@N03,1328,10,1413528198,1413528348,28,2,150
22309110@N03,1329,16,1414643690,1414644110,22,3,420
22309110@N03,1329,10,1414651560,1414651710,46,3,150
22309110@N03,1329,14,1414653138,1414653498,6,3,360
22309110@N03,1330,16,1414888227,1414888647,19,3,420
22309110@N03,1330,20,1414909542,1414910142,3,3,600
22309110@N03,1330,16,1414910678,1414911098,12,3,420
22309110@N03,1331,12,1415508855,1415509125,25,3,270
22309110@N03,1331,25,1415514108,1415515211,11,3,1103
22309110@N03,1331,10,1415515211,1415515361,7,3,150
22309110@N03,1332,10,1416552275,1416552425,18,2,150
22309110@N03,1332,13,1416555231,1416555531,29,2,300
22309110@N03,1333,1,1419906771,1419906831,7,4,60
22309110@N03,1333,24,1419907996,1419909496,2,4,1500
22309110@N03,1333,16,1419911113,1419911533,34,4,420
22309110@N03,1333,24,1419926786,1419928286,20,4,1500
22309110@N03,1334,24,1420360937,1420362437,3,1,1500
22309110@N03,1335,24,1420882831,1420884331,9,1,1500
22309110@N03,1336,10,1423377742,1423377892,12,1,150
22309110@N03,1337,10,1424414478,1424414628,25,1,150
22309110@N03,1338,3,1424577419,1424577509,2,1,90
22309110@N03,1339,10,1426747488,1426747638,29,2,150
22309110@N03,1339,14,1426748802,1426749162,3,2,360
22309110@N03,1340,10,1427784058,1427784208,23,1,150
22311697@N06,1341,17,1445298076,1445298496,2,5,420
22311697@N06,1341,16,1445298604,1445299024,2,5,420
22311697@N06,1341,19,1445306844,1445307384,2,5,540
22311697@N06,1341,15,1445314575,1445314935,2,5,360
22311697@N06,1341,18,1445324495,1445325035,1,5,540
22316898@N07,1342,12,1446374766,1446375036,3,3,270
22316898@N07,1342,24,1446379758,1446379814,3,3,56
22316898@N07,1342,12,1446379814,1446380084,2,3,270
22316898@N07,1343,16,1446468590,1446468733,2,2,143
22316898@N07,1343,19,1446468733,1446469273,5,2,540
22316898@N07,1344,24,1446550856,1446552356,3,2,1500
22316898@N07,1344,12,1446555175,1446555445,1,2,270
22316898@N07,1345,19,1447373930,1447373931,8,9,1
22316898@N07,1345,8,1447373931,1447373931,2,9,0
22316898@N07,1345,13,1447373931,1447373932,7,9,1
22316898@N07,1345,22,1447373932,1447373933,2,9,1
22316898@N07,1345,16,1447373933,1447373933,3,9,0
22316898@N07,1345,22,1447373933,1447373934,3,9,1
22316898@N07,1345,16,1447373934,1447373934,4,9,0
22316898@N07,1345,23,1447373934,1447373948,2,9,14
22316898@N07,1345,19,1447373948,1447374488,5,9,540
22325101@N00,1346,24,1218722701,1218723301,8,3,600
22325101@N00,1346,18,1218723301,1218723541,5,3,240
22325101@N00,1346,7,1218723541,1218723661,1,3,120
22333963@N00,1347,14,1371038189,1371038549,1,1,360
22342760@N05,1348,3,1394136443,1394136533,1,1,90
22407012@N00,1349,15,1376953883,1376954243,1,1,360
22456113@N00,1350,25,1231634537,1231635132,2,9,595
22456113@N00,1350,15,1231635132,1231635492,5,9,360
22456113@N00,1350,24,1231637115,1231638615,2,9,1500
22456113@N00,1350,25,1231638776,1231640638,3,9,1862
22456113@N00,1350,22,1231640638,1231641658,3,9,1020
22456113@N00,1350,1,1231643996,1231644056,2,9,60
22456113@N00,1350,5,1231644288,1231644408,6,9,120
22456113@N00,1350,11,1231646756,1231646996,3,9,240
22456113@N00,1350,7,1231648360,1231648480,1,9,120
22456113@N00,1351,14,1361000661,1361001021,1,1,360
22456113@N00,1352,6,1361602701,1361602821,1,1,120
22456113@N00,1353,15,1363854189,1363854549,2,2,360
22456113@N00,1353,16,1363872689,1363873109,1,2,420
22456113@N00,1354,14,1364704483,1364704843,1,1,360
22456113@N00,1355,14,1387672026,1387672386,1,1,360
22456113@N00,1356,11,1394261118,1394261358,1,1,240
22462989@N05,1357,18,1279726508,1279727048,2,1,540
22472042@N02,1358,12,1365590235,1365590505,1,1,270
22473198@N00,1359,14,1402629955,1402630315,1,1,360
22511860@N06,1360,17,1213435226,1213435646,3,1,420
22519766@N03,1361,20,1339050214,1339050814,3,1,600
